Référence fournisseur;Titre;Nom société;N° bordereau;Nom demandeur;Date bordereau;Refus?;Commentaire demande;N° marché;Site;Sous-système;Référence fiche;;;
AV00AV R0100 743000 I10 AS 000011;SOUS STATION LA DUCHERE - ARMOIRE AUTOMATE ( CONTROLE  COMMANDE);BOUYGUES E. & S.;C.DOC/LB/22/34;DARNER;03/02/2022;;ONDULEUR CHARGEUR;FM 826;DUCHERE S/STATION;TRACTION;93690;93690;;
AV00AV R0100 743000 I10 CS 000009;SOUS STATION LA DUCHERE - SCHEMA DES LIAISONS;BOUYGUES E. & S.;C.DOC/LB/22/34;DARNER;03/02/2022;;ONDULEUR CHARGEUR;FM 826;DUCHERE S/STATION;TRACTION;93691;93691;;
AV00AV R0100 743000 I10 CS 000050;SOUS STATION LA DUCHERE - CARNET DE CABLES;BOUYGUES E. & S.;C.DOC/LB/22/34;DARNER;03/02/2022;;ONDULEUR CHARGEUR;FM 826;DUCHERE S/STATION;TRACTION;93629;93629;;
AV00AV R0100 744000 I10 AS 000420;GARE DE VAISE - POLE MULTIMODAL - LOCAL TRACTION SURFACE - TABLEAU DISTRIBUTION TRACTION - PLAN CONSTRUCTEUR;BOUYGUES E. & S.;C.DOC/LB/20/107;MAY;14/04/2020;;Marché MHTS;18-069;GARE DE VAISE;TRACTION;93652;93652;;
AV00AV R0100 744000 I10 AS 000430;SITE PROPRE LA DUCHERE - LOCAL BALMONT- TABLEAU DISTRIBUTION TRACTION - PLAN CONSTRUCTEUR;BOUYGUES E. & S.;C.DOC/JG/18/266;MAY;04/10/2018;;REFONTE DU  SYSTEME DE GESTION D'ENERGIE ET CREATION D'une MISE HORS TENSION SECURISATE DES SECTEURS DE DISTRIBUTION TRACTION DU  RESEAU TROLLEYBUS;18/0069;DUCHERE SITE PROPRE;TRACTION;93729;93729;;
AV00AV R0100 744000 I10 CP 000100;SOUS STATION LA DUCHERE - PLAN D'IMPLANTATION;BOUYGUES E. & S.;C.DOC/LB/22/34;DARNER;03/02/2022;;ONDULEUR CHARGEUR;FM 826;DUCHERE S/STATION;TRACTION;93650;93650;;
AV00AV R0848 744000 I10 CP 000130;SITE PROPRE LA DUCHERE - LOCAL BALMONT - PLAN D'IMPLANTATION;BOUYGUES E. & S.;C.DOC/JG/18/266;MAY;04/10/2018;;REFONTE DU  SYSTEME DE GESTION D'ENERGIE ET CREATION D'une MISE HORS TENSION SECURISATE DES SECTEURS DE DISTRIBUTION TRACTION DU  RESEAU TROLLEYBUS;18/0069;DUCHERE SITE PROPRE;TRACTION;93632;#N/A;;
AV00AV R0848 744000 I10 CP 000130;SITE PROPRE LA DUCHERE - LOCAL BALMONT - PLAN D'IMPLANTATION;SPIE;C.DOC/JG/18/312;PLANCHE;14/11/2018;O;SST TRLLEY BUS  LOT1 FIBRES OPTIQUES;MHTS FS752;DUCHERE SITE PROPRE;TRACTION;93632;#N/A;;
BC99BC R0111 890009 I10 CP 000010;DEPOT LA SOIE - SOUS STATION - ARMOIRE BAI HT/BT DI DETECTION INCENDIE SOUS/STATION ET HUILERIE MARCHE 2000-31;ELEC4;C.DOC/LB/22/20;BOUVIER;20/01/2022;O;AMENAGEMENT POSTE DE TRAVAIL - MISE EN CONFORMITE ATEX DEPOT DE BUS LA SOIE;M21/0209;UT LA SOIE;BASSE TENSION;102771;#N/A;;
BC99BC R0111 890009 I10 CP 000010;DEPOT LA SOIE - SOUS STATION - ARMOIRE BAI HT/BT DI DETECTION INCENDIE SOUS/STATION ET HUILERIE MARCHE 2000-31;ROIRET;C.DOC/LB/22/6;COGNARD;06/01/2022;;MODIFICATION STATION GNV - DEPOT BUS LA SOIE - UTS;;UT LA SOIE;BASSE TENSION;102771;#N/A;;
BD99BD M0900 890001 E00 BP 001000;ATELIERS POUDRETTE - DETECTION INCENDIE - BATIMENT POLYESTER NIVEAU 0;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101959;101959;;
BD99BD M0900 890001 E00 BP 001002;ATELIERS POUDRETTE - DETECTION INCENDIE - IMPLANTATION BATIMENT PRGR NIVEAU 0;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101961;101961;;
BD99BD M0900 890001 E00 BP 001005;ATELIERS POUDRETTE - IMPLANTATION DETECTION INCENDIE DI IMPLANTATION CAMERAS;ROIRET;C.DOC/JG/17/197;COGNARD;21/09/2017;;Marché pour les courants faibles - Equipements station opération de l'opération  Avenir métro;M17-0079;POUDRETTE;SECURITE;101963;101963;;
BD99BD M0900 890001 E00 BP 001005;ATELIERS POUDRETTE - IMPLANTATION DETECTION INCENDIE DI IMPLANTATION CAMERAS;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101963;101963;;
BD99BD M0900 890001 E00 BP 001006;ATELIERS POUDRETTE - DETECTION INCENDIE - LOCAL TRACTION;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101964;101964;;
BD99BD M0900 890001 E00 BP 001009;ATELIERS POUDRETTE - DETECTION INCENDIE - BATIMENT SERVICE ELECTRONIQUE NIVEAU O;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101967;101967;;
BD99BD M0900 890001 E00 BP 001022;ATELIERS POUDRETTE - DETECTION INCENDIE - IMPLANTATION NIVEAU 0 UMVBLA;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;165821;165821;;
BD99BD M0900 890001 E00 BP 001023;ATELIERS POUDRETTE - DETECTION INCENDIE - IMPLANTATION NIVEAU 1 UMVBLA;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;165822;165822;;
BD99BD M0900 890001 E00 BP 001024;ATELIERS POUDRETTE - DETECTION INCENDIE - NOMENCLATURE;ROIRET;C.DOC/JG/17/197;COGNARD;21/09/2017;;Marché pour les courants faibles - Equipements station opération de l'opération  Avenir métro;M17-0079;POUDRETTE;SECURITE;173088;173088;;
BD99BD M0900 890001 E00 BP 001024;ATELIERS POUDRETTE - DETECTION INCENDIE - NOMENCLATURE;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;173088;173088;;
BD99BD M0900 890001 E00 BP 001025;POUDRETTE - BATIMENT IF - DETECTION INCENDIE PLAN D'IMPLANTATION;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;BATIMENT;183408;183408;;
BD99BD M0900 890002 E00 BP 001011;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLAGE UNIFILAIRE GARAGE DETECTION;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101951;101951;;
BD99BD M0900 890002 E00 BP 001013;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE PRGR DETECTION;ROIRET;C.DOC/JG/18/90;COGNARD;14/03/2018;;MARCHE POUR LES COURANTS FAIBLES EQUIPEMENTS STATION OPERATION AVENIR METRO;M17 0079;POUDRETTE;SECURITE;101953;101953;;
BD99BD M0900 890002 E00 BP 001013;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE PRGR DETECTION;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101953;101953;;
BD99BD M0900 890002 E00 BP 001014;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE PRGR MISE EN SECURITE;ROIRET;C.DOC/JG/17/197;COGNARD;21/09/2017;;Marché pour les courants faibles - Equipements station opération de l'opération  Avenir métro;M17-0079;POUDRETTE;SECURITE;101954;101954;;
BD99BD M0900 890002 E00 BP 001014;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE PRGR MISE EN SECURITE;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101954;101954;;
BD99BD M0900 890002 E00 BP 001015;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE - POLYESTER;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101955;101955;;
BD99BD M0900 890002 E00 BP 001016;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE - POLYESTER - MISE EN SECURITE;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101956;101956;;
BD99BD M0900 890002 E00 BP 001018;ATELIERS POUDRETTE - DETECTION INCENDIE - CARNET DE CABLES UNIFILAIRE - LIAISONS INTER BATIMENTS;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101958;101958;;
BD99BD M0900 890003 E00 BP 001019;ATELIERS POUDRETTE - DETECTION INCENDIE - ZONNING;ROIRET;C.DOC/JG/18/90;COGNARD;14/03/2018;;MARCHE POUR LES COURANTS FAIBLES EQUIPEMENTS STATION OPERATION AVENIR METRO;M17 0079;POUDRETTE;SECURITE;101948;101948;;
BD99BD M0900 890003 E00 BP 001019;ATELIERS POUDRETTE - DETECTION INCENDIE - ZONNING;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101948;101948;;
BD99BD M0900 890004 E00 BP 001020;ATELIERS POUDRETTE - DETECTION INCENDIE - DIAGRAMME FONCTIONNEL;ROIRET;C.DOC/JG/18/90;COGNARD;14/03/2018;;MARCHE POUR LES COURANTS FAIBLES EQUIPEMENTS STATION OPERATION AVENIR METRO;M17 0079;POUDRETTE;SECURITE;101949;101949;;
BD99BD M0900 890004 E00 BP 001020;ATELIERS POUDRETTE - DETECTION INCENDIE - DIAGRAMME FONCTIONNEL;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;O;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101949;101949;;
BD99BD M0900 890005 E00 BP 001021;ATELIERS POUDRETTE - DETECTION INCENDIE NOTES DE CALCULS;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;SECURITE;101950;101950;;
BD99BD M9000 890001 E00 BP 001026;ATELIERS POUDRETTE - DETECTION INCENDIE SHELTER 1 ET 2;SPIE;C.DOC/LB/22/73;MUET;16/03/2022;;Renouvellement du Système de détection incendie du site Poudrette;M22-0018;POUDRETTE;BASSE TENSION;219038;219038;;
BE03BEU06709M1007E20SP100702;DEPOT LA SOIE - PASSERELLES MECANISEES SCHEMA ARMOIRE PUISSANCE POSTE 2;ELEC4;C.DOC/LB/22/20;BOUVIER;20/01/2022;;AMENAGEMENT POSTE DE TRAVAIL - MISE EN CONFORMITE ATEX DEPOT DE BUS LA SOIE;M21/0209;UT LA SOIE;BASSE TENSION;247586;247586;;
BL00100;ATELIERS POUDRETTE - POSTE DE COMMANDE PCA ET TCO;ENGIE;C.DOC/JG/18/245;LAUGRAND;05/09/2018;;AVENIR METRO CFO;M17 0080;POUDRETTE;TRACTION;41320;41320;;
BM99BM U0640 739999 I10 CP 000203;DEPOT ST SIMON - ARMOIRE ATELIER DE MAINTENANCE AM;ELEC4;C.DOC/LB/22/19;TOURNIER;19/01/2022;;RECONSTRUCTION DE L'ATELIER DU DEPOT DE BUS VAISE;22M0008L06;UT VAISE;BASSE TENSION;107284;#N/A;;
BM99BM U0670 730000 E00 DP 050100;DEPOT LA SOIE - SCHEMA ELECTRIQUE TGBT;ELEC4;C.DOC/LB/22/20;BOUVIER;20/01/2022;;AMENAGEMENT POSTE DE TRAVAIL - MISE EN CONFORMITE ATEX DEPOT DE BUS LA SOIE;M21/0209;UT LA SOIE;BASSE TENSION;126217;#N/A;;
BO08BO M0000 F00000 I00 PP 108511;COMMUN B - ARCHITECTURE GENERALE LIGNE B - PART DIEU OULLINS;SPIE;C.DOC/JG/21/199;CASTRO;20/09/2021;;Prolongement de la ligne B HLS;M19-0210;COMMUNS  B;RADIO;141884;141884;;
BO08BO M0000 F50311 E00 PP 108512;COMMUNS C - ARCHITECTURE GENERALE LIGNE C PART DIEU - CUIRE;ENGIE;C.DOC/JG/20/142;BERNARD;03/06/2020;;RENOULLEMENT DES CASSETTES RFFO DANS LE METRO;M20 0001;COMMUNS  C;RADIO;141881;141881;;
BO08BO M0000 F50311 E00 PP 108513;COMMUN D - ARCHITECTURE GENERALE LIGNE D - PART DIEU - VENISSIEUX;ENGIE;C.DOC/JG/20/142;BERNARD;03/06/2020;;RENOULLEMENT DES CASSETTES RFFO DANS LE METRO;M20 0001;COMMUNS  D;RADIO;141880;141880;;
BO08BO M0000 F50311 E00 PP 108514;COMMUN D - ARCHITECTURE GENERALE LIGNE D - PART DIEU  VAISE + FUNICULAIRES;ENGIE;C.DOC/JG/20/142;BERNARD;03/06/2020;;RENOULLEMENT DES CASSETTES RFFO DANS LE METRO;M20 0001;COMMUNS  D;RADIO;141879;141879;;
BO08BO Z0000 F50000 E00 PE 109540;COMMUNS A - INFRASTRUCTURE DE TRANSMISSION RADIO - PLAN DE POSE LIGNE A;SPIE;C.DOC/JG/18/67;CASTRO;19/02/2018;;POSE BALISES RADIO;;COMMUNS  A;RADIO;141860;#N/A;;
BO08BO Z0000 F50000 E00 PE 109541;COMMUN B - PLAN DE POSE;SPIE;C.DOC/JG/21/199;CASTRO;20/09/2021;;Prolongement de la ligne B HLS;M19-0210;COMMUNS  B;RADIO;142207;142207;;
BO08BO Z0000 F50000 E00 PE 109542;COMMUNS C - PLAN DE POSE;SPIE;C.DOC/JG/18/67;CASTRO;19/02/2018;;POSE BALISES RADIO;;COMMUNS  C;RADIO;142206;#N/A;;
BO08BO Z0000 F50000 E00 PP 109543;COMMUN D - PLAN DE POSE RADIO;SPIE;C.DOC/JG/18/67;CASTRO;19/02/2018;;POSE BALISES RADIO;;COMMUNS  D;RADIO;142204;#N/A;;
BO08BO Z0000 F50000 E00 PP 109544;COMMUN FUNICULAIRE - PLAN DE POSE  - FUNICULAIRE;SPIE;C.DOC/JG/18/67;CASTRO;19/02/2018;;POSE BALISES RADIO;;COMMUNS FUN;RADIO;142203;#N/A;;
BP99BP M0906 FK0000 E43 GD 050407;CHARPENNES - LISTE DES TERMES TERRAIN ULECC;BOUYGUES E. & S.;C.DOC/JG/21/27;NAIDJA;04/02/2021;O;MODIFICATION DES COMMANDES A DISTANCE DES PORTAILS ACCES METRO LIGNE B;20S0007;CHARPENNES A & B;TELETRANS;104869;#N/A;;
BP99BP M0906 FK0000 E43 GD 050407;CHARPENNES - LISTE DES TERMES TERRAIN ULECC;ROIRET;C.DOC/JG/20/34;COZZI;04/02/2020;;EQUIPEMETNS STATIONS POUR AVENIR METRO;170 079;CHARPENNES A & B;TELETRANS;104869;#N/A;;
BPA0511FORCLUMSCHRDC0130;GARE DE VENISSIEUX - POLE MULTIMODAL - SCHEMA ELECTRIQUE CHASSIS TD R01;UNISELEC;C.DOC/JG/20/243;JOUX;07/12/2020;;SECURISATION PARC A VELO SITE P+R GARE DE VENISSIEUX;FC 890;GARE DE VENISSIEUX;BASSE TENSION;132338;132338;;
BS99BST00009E731RFASS040058;DOSSIER DE SPECIFICATIONS SIGNALISATION FERROVIAIRE;;;;;;;;COMMUN TRAMWAY EXT. MONTROCHET;SAE TRAMWAY;125483;#N/A;;
BS99BST00009M734CKASV040058;DOSSIER DE RECETTE SITE BAIE SAE;;;;;;;;COMMUN TRAMWAY EXT. MONTROCHET;SAE TRAMWAY;126780;#N/A;;
BS99BST00009M734LJASV040018;DOSSIER DE RECETTE SITE INTERFACE SAE / SIGNALISATION FERROVIAIRE;;;;;;;;COMMUN TRAMWAY EXT. MONTROCHET;SAE TRAMWAY;126781;#N/A;;
BS99BST0000M9E762CKSTP043002;COMMUNS T1 - SIG ROUTIERE - IMPLANTATION ET EQUIPEMENTS RESEAUX SECS - CARREFOUR 3002 CHARLEMAGNE / SUCHET / L2 018;RAZEL-BEC;C.DOC/JG/20/43;BOUCHARD;06/02/2020;;RAMENAGEMENT DE LA STATION SUCHET;;COMMUNS TRAMWAY T1;SIG ROUTIERE;125184;#N/A;;
BS99BST000749M750CKCGP0400424;PERRACHE - TRAMWAY - CHASSIS RELAIS 7-C1 - SCHEMA D'EXECUTION;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;125319;#N/A;;
BS99BST000749M750CKCGP0400427;PERRACHE - TRAMWAY - CHASSIS RELAIS 7-C1 - PLAN CHASSIS;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;125320;#N/A;;
BS99BST000749M750CKCGP0400428;PERRACHE - TRAMWAY - CHASSIS RELAIS 7-C1 - PLAN BRASSAGE CHASSIS;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;125318;#N/A;;
BS99BST000749M750CKCGP0400921;COMMUNS TRAMWAY LIGNE 1 - PLANCHE 070 - SIGNALISATION FERROVIAIRE IMPLANTATIONS CHEMINEMENTS A LA VOIE;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;123553;#N/A;;
BS99BST005069V621ECSYPJ0300004;COMMUN TRAMWAY - PROFIL EN LONG - INFRASTRUCTURE ALTIMETRIE - PERRACHE-SUCHET;TSO;C.DOC/JG/21/191;VARVIER;09/09/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21-0099;COMMUNS TRAMWAY;PLATEFORME - VOIRIE;159959;#N/A;;
BS99BST007049M750CKCGP0400420;PERRACHE - TRAMWAY - ARMOIRE DE DISTRIBUTION 7-ASG-2 - SCHEMA D'EXECUTION;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;125317;#N/A;;
BS99BST007049M750CKCGP0400426;PERRACHE - TRAMWAY - COFFRET DE VOIE 7-CSG-2 - SCHEMA D'EXECUTION;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;125321;#N/A;;
BS99BST007049M750CKCGP0400920;PERRACHE - TRAMWAY - LST IMPLANTATIONS & CHEMINEMENTS ACTIVITE;SECA;C.DOC/JG/21/104;MASSET;04/05/2021;;MODIFICATION DE LA ZONE DE MANOEUVRE DE PERRACHE;M21 0099;PERRACHE;SIG. TRAMWAY;130891;#N/A;;
BT99BTT0310600000C11LV000007;fiche de vérification après bétonnage;;;;;;;;RETOUR. CHARPEN. - CRX LUIZET;VOIE;122154;#N/A;;
BU99BUE000039M730IHSLO061280;SAE - CONNEXION ADSL - PROPOSITION TECHNIQUE - RENOUVELLEMENT ET EXTENSION SAE TRAMWAY T1/T2/T3 LEA;;;;;;;;COMMUNS TRAMWAY;SAE TRAMWAY;137263;#N/A;;
BU99BUE000039M730IHSLS061224;SAE - SPÉCIFICATIONS RADIO COURTE PORTÉE WIFI - RENOUVELLEMENT ET EXTENSION SAE TRAMWAY T1/T2/T3 LEA;;;;;;;;COMMUNS TRAMWAY;SAE TRAMWAY;137204;#N/A;;
BU99BUE000079M610CKCCP050640;COMMUNS TRAMWAY LEA - SYNOPTIQUE ARRET URGENCE A.U. TELECONSIGNATION;CLEMESSY;C.DOC/JG/21/227;CHHIV;28/10/2021;;mise ajour des schemas synoptique liees au  recollement;FT 857;COMMUNS TRAMWAY T3;TRACTION;150746;150746;;
BU99BUE000079V544RFCGPJ040101;COMMUNS TRAMWAY LEA - CARNET DE MONTAGES POTEAUX GHM;ETF;C.DOC/JG/20/238;MEREL;30/11/2020;;DEPOSE D'UN TRONCON DE C11 ENTRE BOULEVARD VIVIER MERLE ET RUE JEAN PIERRE LEVY;M19 0013;COMMUNS TRAMWAY T3;LIGNES AERIENNES;141261;141261;;
BU99BUE000079V544RFCGPJ040102;COMMUNS TRAMWAY LEA - CARNET DE MONTAGES POTEAUX H;ETF;C.DOC/JG/20/238;MEREL;30/11/2020;;DEPOSE D'UN TRONCON DE C11 ENTRE BOULEVARD VIVIER MERLE ET RUE JEAN PIERRE LEVY;M19 0013;COMMUNS TRAMWAY T3;LIGNES AERIENNES;141262;141262;;
BU99BUE100009M900IHAMP-052147A02;COMMUNS TRAMWAY - MR - CITADIS - DIAGRAMME TGA 302;;;;;;;;COMMUNS TRAMWAY;MR TRAMWAY;187727;#N/A;;
BU99BUE102009M710RFACP050211;PART DIEU LEA - LTS DIEU 3301 - ARMOIRE TAV;INEO;C.DOC/JG/20/41;GIOE;06/02/2020;;LIAISON ST EXUPERY B12;;PART DIEU LEA;TAV;145240;145240;;
BU99BUE102009M710RFACP050211;PART DIEU LEA - LTS DIEU 3301 - ARMOIRE TAV;ROIRET;C.DOC/JG/20/178;LEFEVER;11/08/2020;O;DESSERTE QUOTIDIENNE DE  GRAND STADE;M20 0058;PART DIEU LEA;TAV;145240;145240;;
BU99BUE102009M710RFACP050211;PART DIEU LEA - LTS DIEU 3301 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;O;;FT 846;PART DIEU LEA;TAV;145240;145240;;
BU99BUE1020B9M410CKEUP052018;COMMUNS TRAMWAY LEA - PLANCHE 1020 - PART DIEU DAUPHINE RUE DE LA VILLETTE_INFRASTRUCTURES MULTITUBULAIRES & MASSIFS LAC RECOLLEMENT;ALSTOM;C.DOC/JG/17/242;RIFFARD;16/11/2017;;PLANS GC AVEC CANIVEAUX ENTRE LTS P.DIEU ET LE MDS P. DIEU (T4) POUR LA POSE D'UN CABLE  36 FO;M16 0116;COMMUNS TRAMWAY T3;GENIE CIVIL;155995;155995;;
BU99BUE106079M630RFCGPJ041060;COMMUNS TRAMWAY LEA - PART DIEU - DAUPHINE RUE FELIX FAURE PLANCHE 1060 - LAC;ETF;C.DOC/JG/20/238;MEREL;30/11/2020;;DEPOSE D'UN TRONCON DE C11 ENTRE BOULEVARD VIVIER MERLE ET RUE JEAN PIERRE LEVY;M19 0013;COMMUNS TRAMWAY T3;LIGNES AERIENNES;141287;141287;;
BU99BUE108009M710RFACP050221;DAUPHINE - LTS DAUP 3302 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;DAUPHINE;TAV;145279;145279;;
BU99BUE108069V620CKAMPB05201080;COMMUNS TRAMWAY LEA - PLANCHE 1080 - PART DIEU VILLETTE/DAUPHINE LACASSAGNE - INFRASTRUCTURES - PLAN DE VOIE - VOIE BETON;MOKLANSA;C.DOC/JG/21/18;GUILLARD;18/01/2021;;REMPLACEMENT SYSTEME DE GRAISSAGE DE RAILS DEFAILLANT PAR SYSTEME DE GRAISSAGE MOKLANSA;NR 4500171463/30.12.2020;COMMUNS TRAMWAY T3;VOIE;147000;147000;;
BU99BUE108079M610CKCCP052031;DAUPHINE SOUS STATION - ARMOIRE COMMANDE CONTROLE;CLEMESSY;C.DOC/JG/21/227;CHHIV;28/10/2021;;mise ajour des schemas synoptique liees au  recollement;FT 857;DAUPHINE S/STATION;BASSE TENSION;149499;149499;;
BU99BUE114009M710RFACP050231;RECONNAISSANCE - LTS RECO 3303 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;RECONNAISSANCE;TAV;145280;145280;;
BU99BUE117009M710RFACP050241;GARE DE VILLEURBANNE - LTS GVLB 3304 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;GARE DE VILLEURBANNE;TAV;145281;145281;;
BU99BUE124009M710RFACP050251;VILLEURBANNE BEL AIR - MDS BAIR 3305 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;VILLEURBANNE BEL AIR;TAV;145282;145282;;
BU99BUE128049M750CKCGP053101;VAULX EN VELIN LA SOIE - PLAN REMPLACER PAR FI99FIE1280E400000E33GP000363 LISTE DES ENTREES SORTIES ET CONFIGURATION AUTOMATE DE LA SOIE;CEGELEC;C.DOC/MJ/16/41;ROUSSEL;20/04/2016;;REMISE A NIVEAU DES INTERSECTIONS BARRIEREES T3;14-009 T3IB;VAULX EN VELIN LA SOIE;SIG. TRAMWAY;152771;#N/A;;
BU99BUE128079M610CKCCP052014;VAULX EN VELIN LA SOIE - ARMOIRE BT LOCAL TECHNIQUE DE STATION - TDLTS;ROIRET;C.DOC/JG/20/178;LEFEVER;11/08/2020;;DESSERTE QUOTIDIENNE DE  GRAND STADE;M20 0058;VAULX EN VELIN LA SOIE;BASSE TENSION;150367;#N/A;;
BU99BUE130079M610CKCCP050103;TRAMWAY LEA - SALENGRO SOUS STATION - DOC - NOTE DE CALCUL BT;ROIRET;C.DOC/JG/20/198;LEFEVER;16/09/2020;;Desserte quotidienne du grand stade;M20-0094;SALENGRO SOUS STATION;DOC.TECHNIQUE;150781;#N/A;;
BU99BUE142009M710RFACP050271;GARE DE DECINES - MDS GDEC 3307 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;GARE DE DECINES;TAV;145284;145284;;
BU99BUE151009M710RFACP050281;GRAND LARGE - MDS GRAND LARGE 3308 - ARMOIRE TAV;SERFIM TIC;C.DOC/JG/20/216;BRETAUDEAU;15/10/2020;;;FT 846;GRAND LARGE;TAV;145299;145299;;
BU99BUE151049M750CKCGP061510;COMMUNS TRAMWAY LEA - PLANCHE 1510 ( IB 26 ) RESEAUX SECS ET IMPLANTATION DES EQUIPEMENTS IB;CEGELEC MOBILITY;C.DOC/JG/20/116;DE SEGUIN;30/04/2020;;Desserte quotidienne grand stade;19S0240;COMMUNS TRAMWAY T3;SIG. TRAMWAY;153380;153380;;
BU99BUE152049M750CKCGP061520;COMMUNS TRAMWAY LEA - PLANCHE 1520 RESEAUX SECS ET IMPLANTATION DES EQUIPEMENTS IB;CEGELEC MOBILITY;C.DOC/JG/20/57;DE SEGUIN;20/02/2020;;DESSERTE QUOTITIENNE DU  GRAND STADE;19S0240;COMMUNS TRAMWAY T3;SIG. TRAMWAY;153381;153381;;
