Référence fournisseur;Titre;Site;Référence fiche
AL99AL M0910 FI0000 C11 GD 050177;CORDELIERS - CAHIER DE RECETTE SITE DES UL;CORDELIERS;100050
AL99AL M0931 FD0000 E20 GS 050390;HOTEL DE VILLE - ARMOIRE ULS;HOTEL DE VILLE A & C;97382
AL99AL M0931 FD0000 E20 GS 050397;HOTEL DE VILLE - ARMOIRE INTERFACE ET PUPITRE LIGNE C;HOTEL DE VILLE A & C;97378
AL99AL M0931 FD0000 E43 GD 050392;HOTEL DE VILLE - LIGNE C - LISTE DES TERMES TERRAIN ULS;HOTEL DE VILLE A & C;97386
AL99ALMA008F10000E43LD000010;CORDELIERS - DOC - DOSSIER DE PARAMETRAGE ISSU AUTOMATE ULS;CORDELIERS;142621
AL99AL MA008 F10000 E43 LD  000012;CORDELIERS - FICHIER DE PARAMETRAGE ULT .DAT;CORDELIERS;120580
AL99ALMA011F10000E43LD000019;MASSENA - DOSSIER DE PARAMETRAGE ULS - PARSILOE;MASSENA;150525
AL99AL MA011 F10000 E43 LD  000021;MASSENA - FICHIER DE PARAMETRAGE ULT .DAT;MASSENA;120583
AL99ALMA021F10000E43LD000013;HOTEL DE VILLE - LIGNE A - DOSSIER DE PARAMETRAGE ULS - PARSILOE;HOTEL DE VILLE A & C;150523
AL99ALMA026F10000E43LD000016;FOCH - DOSSIER DE PARAMETRAGE ULS - PARSILOE;FOCH;150535
AL99AL MA026 F10000 E43 LD  000018;FOCH - FICHIER DE PARAMETRAGE ULT .DAT;FOCH;120582
AQ00AQ X0000 0000 AA-000277;HOTEL DE VILLE - LIGNE A - ZONE N°1 - VUE COUPE STATION;HOTEL DE VILLE A & C;65508
AQ00AQ X0000 0000 AA-000278;HOTEL DE VILLE - LIGNE A - ZONE N°2 - VUE COUPE STATION;HOTEL DE VILLE A & C;65388
AQ00AQ X0000 0000 AA-000279;HOTEL DE VILLE - LIGNE A - ZONE N°3 - VUE COUPE STATION;HOTEL DE VILLE A & C;65372
AQ00AQ X0000 0000 AA-000280;HOTEL DE VILLE - LIGNE A - ZONE N°4 - VUE COUPE STATION;HOTEL DE VILLE A & C;65371
AQ00AQ X0000 0000 AA-000281;HOTEL DE VILLE - LIGNE A - ZONE N°5 - VUE COUPE STATION;HOTEL DE VILLE A & C;65370
AQ00AQ X0000 0000 AA-000282;HOTEL DE VILLE - LIGNE A - ZONE N°6 - VUE COUPE STATION;HOTEL DE VILLE A & C;65369
AQ00AQ X0000 0000 AA-000305;"CORDELIERS - ZONE N°1; VUE EN PLAN ET COUPES";CORDELIERS;65529
AQ00AQ X0000 0000 AA-000306;"CORDELIERS - ZONE N°2; VUE EN PLAN ET COUPES";CORDELIERS;65528
AQ00AQ X0000 0000 AA-000307;CORDELIERS - ZONE N°3 VUE EN PLAN COUPES;CORDELIERS;65514
AQ00AQ X0000 0000 AA-000308;"CORDELIERS - ZONE N°4; VUE EN PLAN ET COUPES";CORDELIERS;65513
AQ00AQ X0000 0000 AA-000315;"CORDELIERS - ZONE N°3; COUPES";CORDELIERS;65512
AQ00AQ X0000 0000 AA-000329;"MASSENA - ZONE N°1; VUE EN PLAN ET COUPES";MASSENA;65330
AQ00AQ X0000 0000 AA-000330;"MASSENA - ZONE N°2; VUE EN PLAN ET COUPES";MASSENA;65329
AQ00AQ X0000 0000 AA-000331;"MASSENA - ZONE N°3; VUE EN PLAN ET COUPES";MASSENA;65328
AQ00AQ X0000 0000 AA-000391;FOCH - ZONE N°1 - PLAN ET COUPES;FOCH;65348
AQ00AQ X0000 0000 AA-000392;FOCH - ZONE N°2 - VUE EN PLAN ET COUPES;FOCH;65349
AQ00AQ X0000 0000 AA-000393;FOCH - ZONE N°3 - VUE EN PLAN COUPES;FOCH;65368
AQ00AQ X0000 0000 AA-000427;HOTEL DE VILLE - LIGNE C - FOSSE DE VISITE , STATION DE POMPAGE , COUPE;HOTEL DE VILLE A & C;63662
AQ00AQ X0000 0000 BA-000125;MASSENA - LOCAL D'EPUISEMENT DES EAUX;MASSENA;41111
AQ00AQ X0000 0000 BA-000132;CORDELIERS - LOCAL D'EPUISEMENT DES EAUX;CORDELIERS;41107
AQ00AQ X0000 0000 BA-000135;HOTEL DE VILLE - LOCAL D'EPUISEMENT DES EAUX;HOTEL DE VILLE A & C;41106
AQ00AQ X0000 0000 BA-000171;FOCH - LOCAL D'EPUISEMENT DES EAUX;FOCH;40884
AQ00AQ X0000 0000 BA-000191;MASSENA - LOCAUX D'EPUISEMENT SCHEMA DE COMMANDE ET DE CONTROLE;MASSENA;40863
AQ00AQ X0000 0000 BA-000193;CORDELIERS - LOCAUX D'EPUISEMENT SCHEMA DE CONTROLE ET DE COMMANDE;CORDELIERS;40852
AQ00AQ X0000 0000 BA-000196;HOTEL DE VILLE - LOCAUX D'EPUISEMENT SCHEMA DE COMMANDE ET DE CONTROLE;HOTEL DE VILLE A & C;40849
AQ00AQ X0000 0000 BA-000203;FOCH - LOCAUX D'EPUISEMENT SCHEMA DE COMMANDE ET DE CONTROLE;FOCH;40855
AQ00AQ X0000 0000 BD-000005;MASSENA - COUVERTURE VENTILATION;MASSENA;41114
AQ00AQ X0000 0000 BD-000008;MASSENA - COUVERTURE VENTILATION;MASSENA;42626
AQ00AQ X0000 0000 BD-000012;HOTEL DE VILLE - COUVERTURE VENTILATION;HOTEL DE VILLE A & C;41113
AQ00AQ X0000 0000 BD-000014;CORDELIERS - COUVERTURE VENTILATION;CORDELIERS;41097
AQ00AQ X0000 0000 BD-000015;FOCH - COUVERTURE VENTILATION;FOCH;41084
AQ00AQ X0000 0000 BD-000020;CORDELIERS - EXTRACTION USINE;CORDELIERS;41094
AQ00AQ X0000 0000 BD-000024;HOTEL DE VILLE - VENTILATION LOCAL ET NICHE PR;HOTEL DE VILLE A & C;41161
AQ00AQ X0000 0000 BD-000029;HOTEL DE VILLE - VENTILATION LOCAL ET NICHE PR, DETAIL;HOTEL DE VILLE A & C;41416
AQ00AQ X0000 0000 BD-000031;CORDELIERS - VENTILATION USINE D'EXTRACTION DETAIL;CORDELIERS;41327
AQ00AQ X0000 0000 BD-000034;CORDELIERS - VENTILATION DETAIL FREIN MANUEL;CORDELIERS;41437
AQ00AQ X0000 0000 BS-000112;MASSENA - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;MASSENA;42487
AQ00AQ X0000 0000 BS-000113;MASSENA - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;MASSENA;42486
AQ00AQ X0000 0000 BS-000114;FOCH - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;FOCH;42577
AQ00AQ X0000 0000 BS-000115;FOCH - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;FOCH;42576
AQ00AQ X0000 0000 BS-000116;HOTEL DE VILLE - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;HOTEL DE VILLE A & C;42575
AQ00AQ X0000 0000 BS-000117;HOTEL DE VILLE - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;HOTEL DE VILLE A & C;42574
AQ00AQ X0000 0000 BS-000118;HOTEL DE VILLE - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;HOTEL DE VILLE A & C;42573
AQ00AQ X0000 0000 BS-000119;HOTEL DE VILLE - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;HOTEL DE VILLE A & C;42572
AQ00AQ X0000 0000 BS-000120;CORDELIERS - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER MECANIQUE N°20 ARMOIRE ELECTRIQUE;CORDELIERS;42606
AQ00AQ X0000 0000 BS-000121;CORDELIERS - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER MECANIQUE N°21 ARMOIRE ELECTRIQUE;CORDELIERS;42607
AQ00AQ X0000 0000 BS-000128;MASSENA - DETRUIT LE 17/01/2011 SUITE MARCHE 07-001 ESCALIER ARMOIRE ELECTRIQUE;MASSENA;42541
AQ00AQ X0000 0000 DA-000857;HOTEL DE VILLE - DALLE RADIER NIVEAU METRO , ARMATURES INFERIEURES;HOTEL DE VILLE A & C;63659
AQ00AQ X0000 0000 DA-000858;HOTEL DE VILLE - DALLE RADIER NIVEAU METRO , ARMATURES SUPERIEURES;HOTEL DE VILLE A & C;63656
AQ00AQ X0000 0000 DA-001060;HOTEL DE VILLE - LIGNE C - PLOT 1 COFFRAGE ARMATURES;HOTEL DE VILLE A & C;63661
AQ00AQ X0000 0000 DA-001068;HOTEL DE VILLE - LIGNE C - PLOT 2 COFFRAGE ARMATURES;HOTEL DE VILLE A & C;63660
AQ00AQ X0000 0000 GL-000072;MASSENA - IMPLANTATION LOCAL ELECTRONIQUE;MASSENA;40763
AQ00AQ X0000 0000 GL-000085;CORDELIERS - IMPLANTATION LOCAL ELECTRONIQUE;CORDELIERS;40794
AQ00AQ X0000 0000 GL-000123;HOTEL DE VILLE - IMPLANTATION LOCAL ELECTRONIQUE;HOTEL DE VILLE A & C;40787
AQ00AQ X0000 0000 GL-000124;HOTEL DE VILLE - DISTRIBUTION ET SECTIONNEMENT SORTIE DE POSTE REDRESSEUR;HOTEL DE VILLE A & C;40879
AQ00AQ X0000 0000 GL-000133;HOTEL DE VILLE - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM090973ECYP00106;HOTEL DE VILLE A & C;40825
AQ00AQ X0000 0000 GL-000137;CORDELIERS - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM091073ECYP00106;CORDELIERS;40824
AQ00AQ X0000 0000 GL-000142;FOCH - TABLEAU REPARTITION BT DETRUIT REMPLACE PAR GZM090873ECYP00106;FOCH;40836
AQ00AQ X0000 0000 GL-000143;MASSENA - TABLEAU REPARTITION BT -  DETRUIT REMPLACE PAR GZM090773ECYP00106;MASSENA;41023
AQ00AQ X0000 0000 GL-000235;CORDELIERS - PRISE DE TERRE;CORDELIERS;40823
AQ00AQ X0000 0000 GL-000260;HOTEL DE VILLE A - PRISE DE TERRE;HOTEL DE VILLE A & C;40820
AQ00AQ X0000 0000 GL-000285;MASSENA - PRISE DE TERRE;MASSENA;40819
AQ00AQ X0000 0000 GL-000305;FOCH - PRISE DE TERRE;FOCH;40815
AQ00AQ X0000 0000 GL-000358;MASSENA - TABLEAU DE DISTRIBUTION QUAI N°1;MASSENA;40916
AQ00AQ X0000 0000 GL-000359;MASSENA - TABLEAU DE DISTRIBUTION QUAI N°2;MASSENA;41060
AQ00AQ X0000 0000 GL-000366;CORDELIERS - TABLEAU DE DISTRIBUTION QUAI N°1;CORDELIERS;40933
AQ00AQ X0000 0000 GL-000367;CORDELIERS - TABLEAU DE DISTRIBUTION QUAI N°2;CORDELIERS;40932
AQ00AQ X0000 0000 GL-000368;HOTEL DE VILLE - TABLEAU DE DISTRIBUTION QUAI N°1;HOTEL DE VILLE A & C;40931
AQ00AQ X0000 0000 GL-000369;HOTEL DE VILLE - TABLEAU DE DISTRIBUTION QUAI N°2;HOTEL DE VILLE A & C;41067
AQ00AQ X0000 0000 GL-000370;FOCH - TABLEAU DE DISTRIBUTION QUAI N°1;FOCH;40930
AQ00AQ X0000 0000 GL-000371;FOCH - TABLEAU DE DISTRIBUTION QUAI N°2;FOCH;40929
AQ00AQ X0000 0000 GL-000403;MASSENA - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;MASSENA;41058
AQ00AQ X0000 0000 GL-000404;FOCH - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;FOCH;41057
AQ00AQ X0000 0000 GL-000405;HOTEL DE VILLE - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;HOTEL DE VILLE A & C;41056
AQ00AQ X0000 0000 GL-000406;CORDELIERS - ARMOIRE DE CONTROLE DES TRANCHES ET SOUS TRANCHES;CORDELIERS;40950
AQ00AQ X0000 0000 GL-000421;MASSENA - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM090773ECYP00106;MASSENA;41053
AQ00AQ X0000 0000 GL-000422;FOCH - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM090873ECYP00106;FOCH;41052
AQ00AQ X0000 0000 GL-000423;HOTEL DE VILLE - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM090973ECYP00106;HOTEL DE VILLE A & C;41051
AQ00AQ X0000 0000 GL-000424;CORDELIERS - ARMOIRE DE DISTRIBUTION 48V CC DETRUIT REMPLACE PAR GZM091073ECYP00106;CORDELIERS;41050
AQ00AQ X0000 0000 GL-000459;MASSENA - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;MASSENA;40995
AQ00AQ X0000 0000 GL-000460;MASSENA - CHEMINEMENTS SOUS QUAI;MASSENA;40994
AQ00AQ X0000 0000 GL-000461;MASSENA - CHEMINEMENTS SOUS PLAFONDS;MASSENA;40989
AQ00AQ X0000 0000 GL-000469;MASSENA - SCHEMA DES LIAISONS;MASSENA;40991
AQ00AQ X0000 0000 GL-000473;MASSENA - CARNET DE CABLES;MASSENA;40988
AQ00AQ X0000 0000 GL-000502;CORDELIERS - CARNET DE CABLES;CORDELIERS;40985
AQ00AQ X0000 0000 GL-000507;FOCH - CARNET DE CABLES;FOCH;40980
AQ00AQ X0000 0000 GL-000509;HOTEL DE VILLE - CARNET DE CABLES;HOTEL DE VILLE A & C;40984
AQ00AQ X0000 0000 GL-000512;CORDELIERS - SCHEMA DES LIAISONS;CORDELIERS;40975
AQ00AQ X0000 0000 GL-000517;FOCH - SCHEMA DES LIAISONS;FOCH;40973
AQ00AQ X0000 0000 GL-000519;HOTEL DE VILLE - SCHEMA DES LIAISONS;HOTEL DE VILLE A & C;40963
AQ00AQ X0000 0000 GL-000521;MASSENA - CHARPENNES - TABLEAU DE SOUS SECTIONNEMENT C.I.T.;MASSENA;42340
AQ00AQ X0000 0000 GL-000530;CORDELIERS - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;CORDELIERS;40961
AQ00AQ X0000 0000 GL-000531;CORDELIERS - CHEMINEMENTS SOUS QUAI;CORDELIERS;40960
AQ00AQ X0000 0000 GL-000532;CORDELIERS - CHEMINEMENTS SOUS PLAFONDS;CORDELIERS;40959
AQ00AQ X0000 0000 GL-000550;HOTEL DE VILLE - SORTIE DE POSTE REDRESSEUR - CHEMINEMENT NIVEAU CREMAILLERE;HOTEL DE VILLE A & C;41160
AQ00AQ X0000 0000 GL-000576;FOCH - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;FOCH;40899
AQ00AQ X0000 0000 GL-000577;FOCH - CHEMINEMENTS SOUS QUAI;FOCH;40898
AQ00AQ X0000 0000 GL-000578;FOCH - ENERGIE ET EXPLOITATION CHEMINEMENTS SOUS PLAFONDS;FOCH;40900
AQ00AQ X0000 0000 GL-000579;HOTEL DE VILLE - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;HOTEL DE VILLE A & C;40897
AQ00AQ X0000 0000 GL-000581;HOTEL DE VILLE - LIGNE A - CHEMINEMENTS SOUS QUAIS;HOTEL DE VILLE A & C;40925
AQ00AQ X0000 0000 GL-000582;HOTEL DE VILLE - LIGNE A - CHEMINEMENTS SOUS PLAFONDS;HOTEL DE VILLE A & C;41046
AQ00AQ X0000 0000 GL-000593;MASSENA - NICHE C.I.;MASSENA;41041
AQ00AQ X0000 0000 GL-000594;MASSENA - NICHE C.I.;MASSENA;41178
AQ00AQ X0000 0000 GL-000615;HOTEL DE VILLE - DISTRIBUTION ET SECTIONNEMENT SORTIE PR;HOTEL DE VILLE A & C;42341
AQ00AQ X0000 0000 GL-000618;HOTEL DE VILLE A - CARNET DE CABLES TRACTION;HOTEL DE VILLE A & C;41031
AQ00AQ X0000 0000 GL-000681;MASSENA - TABLEAU DE SOUS SECTIONNEMENT CONTACTEUR D'ISOLEMENT TELECOMMANDE;MASSENA;41185
AQ00AQ X0000 0000 GL-000684;MASSENA - LIAISON HT 20KV POSTE RUE TRONCHET;MASSENA;41280
AQ00AQ X0000 0000 GL-000698;HOTEL DE VILLE A - TABLEAU DE DISTRIBUTION ET DE SECTIONNEMENT SORTIE PR;HOTEL DE VILLE A & C;41295
AQ00AQ X0000 0000 GL-000699;FOCH - IMPLANTATION LOCAL ELECTRONIQUE;FOCH;41219
AQ00AQ X0000 0000 GL-000705;HOTEL DE VILLE A - DISTRIBUTION ET SECTIONNEMENT SORTIE DE POSTE REDRESSEUR;HOTEL DE VILLE A & C;41294
AQ00AQ X0000 0000 GL-000722;CORDELIERS - IMPLANTATION DES BATTERIES SOURCE AUTONOME 220V ET DETECTEUR INCENDIE;CORDELIERS;41213
AQ00AQ X0000 0000 GL-000723;HOTEL DE VILLE - DETRUIT LE 24-03-21 - IMPLANTATION DES BATTERIES SOURCE AUTONOME 220V ET DETECTEUR INCENDIE;HOTEL DE VILLE A & C;41212
AQ00AQ X0000 0000 GL-000724;FOCH - IMPLANTATION DES BATTERIES SOURCE AUTONOME 220V ET DETECTEUR INCENDIE;FOCH;41318
AQ00AQ X0000 0000 GL-000725;MASSENA - IMPLANTATION DES BATTERIES SOURCE AUTONOME 220V ET DETECTEUR INCENDIE;MASSENA;41310
AQ00AQ X0000 0000 GL-000742;HOTEL DE VILLE A - JEUX DE BARRES + ALIMENTATION TABLEAU PR NICHE PR;HOTEL DE VILLE A & C;41418
AQ00AQ X0000 0000 GL-000746;CORDELIERS - ARMOIRE ELECTRIQUE VENTILATION;CORDELIERS;41328
AQ00AQ X0000 0000 GL-000769;HOTEL DE VILLE - DETRUIT - LE 10/12/90;HOTEL DE VILLE A & C;42713
AQ00AQ X0000 0000 GL-000770;HOTEL DE VILLE - DETRUIT - LE 10/12/90;HOTEL DE VILLE A & C;42712
AQ00AQ X0000 0000 GP-000010;CORDELIERS - DETRUIT LE 18-05-2016 ET REMPLACE PAR LE N° HHM091072EINP15172 - POSTE HT/BT IMPLANTATION DES EQUIPEMENTS;CORDELIERS;40769
AQ00AQ X0000 0000 GP-000015;MASSENA - POSTE HT/BT IMPLANTATION DES EQUIPEMENTS;MASSENA;40779
AQ00AQ X0000 0000 GP-000016;HOTEL DE VILLE A - POSTE HT/BT IMPLANTATION DES EQUIPEMENTS;HOTEL DE VILLE A & C;41435
AQ00AQ X0000 0000 GP-000039;FOCH - DETRUIT LE 18-05-2016 ET REMPLACE PAR LE N° HHM090872EINP15152 -  POSTE HT/BT IMPLANTATION DES EQUIPEMENTS;FOCH;40777
AQ00AQ X0000 0000 GP-000100;HOTEL DE VILLE - PLAN GUIDE GENIE CIVIL VUE EN PLAN;HOTEL DE VILLE A & C;40788
AQ00AQ X0000 0000 GP-000101;HOTEL DE VILLE - GENIE CIVILE COUPE ET DETAILS;HOTEL DE VILLE A & C;40790
AQ00AQ X0000 0000 GP-000181;HOTEL DE VILLE A - PR INSTALLATION VUE EN PLAN;HOTEL DE VILLE A & C;41150
AQ00AQ X0000 0000 GP-000182;HOTEL DE VILLE A - PR INSTALLATION COUPE;HOTEL DE VILLE A & C;41149
AQ00AQ X0000 0000 GP-000184;HOTEL DE VILLE A - PR INSTALLATION CELLULES DETAILS;HOTEL DE VILLE A & C;41148
AQ00AQ X0000 0000 GP-000214;HOTEL DE VILLE - POSTE REDRESSEUR TRACTION ARMOIRE GROUPE;HOTEL DE VILLE A & C;41138
AQ00AQ X0000 0000 GP-000219;HOTEL DE VILLE - DETRUIT LE 26/11/2009 - ARMOIRE DE GROUPE EQUIPEMENT INTERNE INFEGRE AU PLAN GP00214;HOTEL DE VILLE A & C;41144
AQ00AQ X0000 0000 GP-000237;MASSENA - DETRUIT LE 02/04/2010 REMPLACE PAR LE PLAN AF99AFM0907720000E20IE081602 TABLEAU REPARTITION HT;MASSENA;41122
AQ00AQ X0000 0000 GP-000240;CORDELIERS - DETRUIT LE 18-05-2016 ET REMPLACE PAR LE N° HHM091072EINP15173 - TABLEAU DE REPARTITON HT;CORDELIERS;41130
AQ00AQ X0000 0000 GP-000244;HOTEL DE VILLE - DETRUIT LE 02/04/2010 REMPLACE PAR LE PLAN AF99AFM0909720000E20IE081002 TABLEAU REPARTITION HT;HOTEL DE VILLE A & C;41126
AQ00AQ X0000 0000 GP-000245;FOCH - DETRUIT LE 18-05-2016 ET REMPLACE PAR LE N° HHM090872EINP15153 - TABLEAU DE REPARTITION HT;FOCH;41125
AQ00AQ X0000 0000 GP-000325;MASSENA - TABLEAU LIVRAISON / REPARTITION HT VERROUILLAGE;MASSENA;42654
AQ00AQ X0000 0000 HL-000145;"CORDELIERS - DETRUIT,REMPLACE PAR AL99ALM0910FD0000E20GS050179; ARMOIRE INTERFACE ET PUPITRE";CORDELIERS;41254
AQ00AQ X0000 0000 HL-000146;"HOTEL DE VILLE - DETRUIT,REMPLACE PAR AL99ALM0909FD0000E20GS050194; ARMOIRE INTERFACE ET PUPITRE";HOTEL DE VILLE A & C;42301
AQ00AQ X0000 0000 HL-000147;"FOCH - DETRUIT,REMPLACE PAR AL99ALM0908FD0000E20GS050209; ARMOIRE INTERFACE ET PUPITRE";FOCH;41243
AQ00AQ X0000 0000 HL-000148;"MASSENA - DETRUIT,REMPLACE PAR AL99ALM0907FD0000E20GS050224; ARMOIRE INTERFACE ET PUPITRE";MASSENA;41253
AQ00AQ X0000 0000 SF-000170;HOTEL DE VILLE - MODIFICATION CHEMINEMENTS DES CABLES TRACTION;HOTEL DE VILLE A & C;41872
AQ00AQ X0000 0000 SF-000214;HOTEL DE VILLE - TRACTION LIGNE AERIENNE - IMPLANTATION L.A.;HOTEL DE VILLE A & C;42065
AQ00AQ X0000 0000 SF-000256;HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - SCHEMA POSTE ONDULEUR 595KW;HOTEL DE VILLE A & C;42122
AQ00AQ X0000 0000 SF-000257;HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - POSTE ONDULEUR EQUIPEMENT 595KWH;HOTEL DE VILLE A & C;42127
AQ00AQ X0000 0000 SF-000258;HOTEL DE VILLE C - DETRUIT LE 008/07/2020 - POSTE ONDULEUR 595 KW - INDUCTANCE 4,3 MH -730A ENCOMBREMENT;HOTEL DE VILLE A & C;42130
AQ00AQ X0000 0000 SF-000259;HOTEL DE VILLE - DETRUIT LE 08/07/2020 - POSTE ONDULEUR 595 KWH PLATINE TRANSDUCTEUR U;HOTEL DE VILLE A & C;42128
AQ00AQ X0000 0000 SF-000260;HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - POSTE ONDULEUR 595 KWH PLATINE X;HOTEL DE VILLE A & C;42129
AQ00AQ X0000 0000 SF-000261;HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - POSTE REDRESSEUR DE TRACTION - IMPLANTATION ONDULEUR;HOTEL DE VILLE A & C;42131
AQ00AQ X0000 0000 SF-000262;"HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - POSTE ONDULEUR 595 KWH ENSEMBLE DE PONTS DE GRACTZ REFROIDISSEMENT AU FREON ""ENCOMBREMENT""";HOTEL DE VILLE A & C;42132
AQ00AQ X0000 0000 SF-000263;HOTEL DE VILLE C - DETRUIT LE 08/07/2020 - POSTE ONDULEUR 595 KW PLAN DE SERRURERIE;HOTEL DE VILLE A & C;42133
AQ00AQ X0000 0000 SF-000265;HOTEL DE VILLE - DETRUIT LE 08/07/2020 - NOTICE POSTE ONDULEUR;HOTEL DE VILLE A & C;42452
AQ00AQ X0000 0000 SF-000266;HOTEL DE VILLE A - DETRUIT LE 08/07/2020 - COMPTAGE PUISSANCES ACTIVE ET REACTIVE ONDULEUR;HOTEL DE VILLE A & C;42167
AQ00AQ X0000 0000 SF-020014;HOTEL DE VILLE - TABLEAU DE DISTRIBUTION BT NIVEAU CREMAILLERE;HOTEL DE VILLE A & C;41303
AQ00AQ X0000 0000 SF-020074;HOTEL DE VILLE C - ARMOIRE BT LEE;HOTEL DE VILLE A & C;41780
AQ00AQ X0000 0000 SF-020393;HOTEL DE VILLE - DETRUIT - REMPLACE PAR PLAN N° 800E255;HOTEL DE VILLE A & C;42291
AQ00AQ X0000 0000 SF-020404;HOTEL DE VILLE - COFFRET BT LEE;HOTEL DE VILLE A & C;42283
AQ00AQ X0000 0000 SF-020424;HOTEL DE VILLE - COFFRET DISTRIBUTION BT LOCAL MACHINERIE ASCENSEUR LMA 01 QUAI 01;HOTEL DE VILLE A & C;42294
AQ00AQ X0000 0000 SF-020425;HOTEL DE VILLE - COFFRET DISTRIBUTION BT LOCAL MACHINERIE ASCENSEUR LMA 02 QUAI 02;HOTEL DE VILLE A & C;42296
AQ00AQ X0000 0000 SF-030423;HOTEL DE VILLE - ASCENSEUR N°2 ACCES ANNEXE;HOTEL DE VILLE A & C;42299
AQ00AQ X0000 0000 SF-030424;HOTEL DE VILLE - ACCES OPERA ASCENSEUR N°1;HOTEL DE VILLE A & C;42300
AQ00AQ X0000 0000 SF-030438;HOTEL DE VILLE - POSTE D EPUISEMENT AUXILIAIRE COFFRET COMMANDE CONTROLE;HOTEL DE VILLE A & C;42289
AQ00AQ X0000 0000 SF-040054;HOTEL DE VILLE - POSTE D'EPUISEMENT AUXILIAIRE COFFRET COMMANDE CONTROLE;HOTEL DE VILLE A & C;42103
AQ00AQ X0000 0000 SF-050042;HOTEL DE VILLE - LIGNE C - IMPLANTATION COURANTS FORTS COURANTS FAIBLES;HOTEL DE VILLE A & C;41771
AQ00AQ X0000 0000 SF-050058;HOTEL DE VILLE - LIGNE C - SCHEMA DES LIAISONS ET CARNET DE CABLES;HOTEL DE VILLE A & C;41794
AQ00AQ X0000 0000 SF-050064;HOTEL DE VILLE - LIGNE C - CHEMINEMENTS SOUS PLAFOND;HOTEL DE VILLE A & C;41914
AQ00AQ X0000 0000 SF-050065;HOTEL DE VILLE - LIGNE C - CHEMINEMENTS SOUS QUAI;HOTEL DE VILLE A & C;41926
AQ00AQ X0000 0000 ST-000333;"HOTEL DE VILLE - LIGNE C - LOGIQUE TRACTION ""NOTE TECHNIQUE NMT 619A""";HOTEL DE VILLE A & C;41856
AQ00AQ X0000 0000 ST-000334;HOTEL DE VILLE - SCHEMAS DES LIAISONS;HOTEL DE VILLE A & C;42695
AQ00AQ X0000 0000 ST-030223;CORDELIERS - INTERPHONIE D'ALARME, BORNIERS;CORDELIERS;42398
AQ00AQ X0000 0000 ST-030224;HOTEL DE VILLE - LIGNE A - INTERPHONIE D'ALARME - SONORISATION CAS , BORNIERS;HOTEL DE VILLE A & C;42419
AQ00AQ X0000 0000 ST-030225;FOCH - INTERPHONIE D'ALARME, BORNIERS;FOCH;42399
AQ00AQ X0000 0000 ST-030226;MASSENA - INTERPHONIE D'ALARME - SONORISATION CAS , BORNIERS;MASSENA;42401
AQ00AQ X0000 0000 ST-030245;HOTEL DE VILLE - INTERPHONIE D'ALARME, BORNIERS;HOTEL DE VILLE A & C;42396
AQ00AQ X0000 0000 ST-100044;HOTEL DE VILLE - DETRUIT REMPLACE PAR AL99ALM0931FD0000E20GS050397 -  ARMOIRE INTERFACE ET PUPITRE LIGNE C;HOTEL DE VILLE A & C;42118
AQ00AQ X0000 0000 ST-100359;HOTEL DE VILLE - EQUIPEMENTS DETECTION INCENDIE ET OBLITERATEURS DES NOUVEAUX ACCES;HOTEL DE VILLE A & C;42290
AQ00AQ X0000 0000 ST-111023;CORDELIERS - DETRUIT - REMPLACE PAR AL99ALM0910FD0000E20GS050170 - COMMANDE CENTRALISEE TRAFIC;CORDELIERS;41988
